FacilityID,DNA_Conc,Library_Conc,SampleID,i7Indexes,i5Indexes,SampleType,Filler,CaseNumber,MatchedSample,Bactibilia,Organisms,BacteriaPLUS-BacteriaNEG,LifeStage,Sex,Breed,Patient-Control,FebrileLESSTHANEQUAL103HyperthermicorNormothermic,PCV,PP,PLT,WBC,SEG,BAND,TOTALLYMPH,MONO,EOS,BUN,CREAT,ALT,ALP,GGT,AST,CK,TBILI,ALB,GLOB,CHOL,GLU,ClinicalDiagnosisofCholangitisvsOther,Inflammatorycellsoncytology,CulturePLUSmultiple.single.none,GIPanelPerformed,fPLI,Cobalamin-Folate,Antibioticusagecurrentorwithinpast30d,GBabnormalitiesPLUSorNEG,Wallthickening,Wallhyperechogenicity,GBSludge,CBDDilation,CBDWallThickening,Choleliths,Mucosalhyperplasia,PancreasabnormalitiesPLUSorNEG,Hypoechoicparenchyma,Heterogeneousparenchyma,Hyperechoicmesentery,Enlarged,Nodules,IntestinalabnormalitiesPLUSorNEG,Lossofwalllayering,Thickenedlayers,Abnormallayer,Dilation,LiverabnormalitiesPLUSorNEG,Hypoechoic,Hyperechoic,Gallbladder-Liverabnormalities,LymphnodeabnormalitiesYorN,Abnormallymphnodes,Intestinal-Nodalabnormalities,PeritonealEffusion,ElevatedLEActivityALT.ALP.both,Cholestaticvs.Hepatocellularvs.Mixed,InflammationPLUS-InflammationNEG,Inflamm-Bacteria,ELE-Bacteria,GBAUS-Bacteria,Inflamm-ELE-Bacteria,Inflamm-GBAUS-Bacteria,ELE-GBAUS-Bacteria,Inflamm-ELE-GBAUS-Bacteria,Inflamm-ELE,Inflamm-GBAUS,ELE-GBAUS,Inflamm-ELE-GBAUS,InflammPLUSPancAUS,fPLiPLUSPancAUS,InflammPLUSfPLiPLUSPancAUS,LowB12-FolatePLUSITAUS,LowB12-FolatePLUSITAUSPLUSNodeAUS,HistopathMDPNOducts
27,ND,5.16417197,720-516,720,516,Positive,NA,233980,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Prime,MC,DLH,Patient,Normothermic,Anemic,HighPP,Clumps,Leukocytosis,SegmentedNeutrophilia,BandNeutrophilia,NormalLYMPH,Monocytosis,NormalEOS,HighBUN,HighCREAT,ElevatedALT,NormalALP,NormalGGT,NormalAST,NormalCK,Hyperbilirubinemia,NormalALB,NormalGLOB,Hypercholesterolemia,Normoglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSNEG,N,N,Y,N,N,ITAUSNEG,N,N,none,N,HepAUSPLUS,Y,N,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaNEG,ELEPLUS-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSNEG,NA,NA,NA,NA,NA
28,0.320495981,19.02841266,720-517,720,517,Positive,NA,234660,NA,Bactibilia,E.coli.clostridiumspp.,BacteriaPLUS,Prime,MC,DSH,Patient,Normothermic,NormalPCV,HighPP,Clumps,Leukocytosis,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,Monocytosis,NormalEOS,LowBUN,NormalCREAT,ElevatedALT,NormalALP,ElevatedGGT,ElevatedAST,HighCK,Hyperbilirubinemia,NormalALB,NormalGLOB,NormalCHOL,Hyperglycemia,Cholangitis,Inflammatorycells,Multiple,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,Y,Y,Y,Y,Y,N,N,PancAUSPLUS,Y,N,Y,Y,N,ITAUSNEG,N,N,none,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaPLUS,ELEPLUS-BacteriaPLUS,GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-BacteriaPLUS,InflammPLUS-GBAUSPLUS-BacteriaPLUS,ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,NA,NA,NA,NA,NA
29,ND,3.474649697,720-518,720,518,Positive,NA,235469,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Mature,FS,DMH,Patient,Hyperthermic,Anemic,NormalPP,NormalPLT,NormalWBC,NormalSEG,BandNeutrophilia,Lymphopenia,NormalMONO,NormalEOS,NormalBUN,NormalCREAT,NormalALT,NormalALP,NormalGGT,NormalAST,NormalCK,NormalTBILI,Hypoalbuminemia,NormalGLOB,Hypocholesterolemia,Normoglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSPLUS,N,Y,N,N,N,ITAUSNEG,N,N,none,N,HepAUSPLUS,N,Y,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,NormalLE,Normal,InflammPLUS,InflammPLUS-BacteriaNEG,ELENEG-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG,InflammPLUS-GBAUSPLUS,ELENEG-GBAUSPLUS,InflammPLUS-ELENEG-GBAUSPLUS,InflammPLUS-PancAUSNEG,NA,NA,NA,NA,NA
30,ND,3.561291865,720-520,720,520,Positive,NA,237098,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Senior,FS,DSH,Patient,Normothermic,Anemic,LowPP,Thrombocytosis,NormalWBC,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,NormalMONO,NormalEOS,LowBUN,NormalCREAT,ElevatedALT,ElevatedALP,NormalGGT,ElevatedAST,NormalCK,NormalTBILI,NormalALB,NormalGLOB,Hypocholesterolemia,Normoglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSPLUS,N,Y,N,N,N,ITAUSNEG,N,N,none,N,HepAUSPLUS,N,Y,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,Y,ElevatedLEActivity,Cholestatic,InflammPLUS,InflammPLUS-BacteriaNEG,ELEPLUS-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,NA,NA,NA,NA,NA
31,0.002627016,5.957395955,720-521,720,521,Positive,NA,214379,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Geriatric,MC,Ragamuffin,Patient,Normothermic,Anemic,HighPP,Clumps,Leukocytosis,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,Monocytosis,Eosinophilia,HighBUN,HighCREAT,ElevatedALT,ElevatedALP,ElevatedGGT,ElevatedAST,NormalCK,NormalTBILI,Hypoalbuminemia,Hyperglobulinemia,NormalCHOL,Normoglycemia,OtherDiagnosis,Noinflammatorycells,None,GIPanel,Normal,Normal,Noantibiotics,GBAUSPLUS,Y,Y,Y,Y,N,N,N,PancAUSPLUS,Y,N,Y,Y,N,ITAUSPLUS,N,Y,muscularis,N,HepAUSPLUS,N,Y,GBAUSPLUS-HepAUSPLUS,NodeAUSPLUS,jejunal,ITAUSPLUS-NodeAUSPLUS,Y,ElevatedLEActivity,Mixed,InflammPLUS,InflammPLUS-BacteriaNEG,ELEPLUS-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,fPLiNEG-PancAUSNEG,InflammPLUS-fPLiNEG-PancAUSNEG,LowB12-FolateNEG-ITAUSPLUS,LowB12-FolateNEG-ITAUSPLUS-NodeAUSPLUS,NA
32,ND,16.3888142,720-522,720,522,Positive,NA,228220,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Junior,MC,Siamese,Patient,Normothermic,NormalPCV,NormalPP,Clumps,NormalWBC,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,NormalMONO,Eosinopenia,NormalBUN,NormalCREAT,NormalALT,NormalALP,NormalGGT,ElevatedAST,NormalCK,NormalTBILI,NormalALB,Hyperglobulinemia,Hypocholesterolemia,Normoglycemia,Cholangitis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,Y,Y,N,N,N,N,PancAUSPLUS,Y,N,Y,Y,N,ITAUSPLUS,N,Y,muscularis,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSPLUS,jejunal,ITAUSPLUS-NodeAUSPLUS,N,NormalLE,Normal,InflammPLUS,InflammPLUS-BacteriaNEG,ELENEG-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG,InflammPLUS-GBAUSPLUS,ELENEG-GBAUSPLUS,InflammPLUS-ELENEG-GBAUSPLUS,InflammPLUS-PancAUSPLUS,NA,NA,NA,NA,NA
33,ND,2.139165248,721-513,721,513,Positive,NA,239687,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Prime,FS,DMH,Patient,Normothermic,NormalPCV,NormalPP,NormalPLT,Leukocytosis,SegmentedNeutrophilia,NormalBAND,Lymphopenia,NormalMONO,NormalEOS,LowBUN,NormalCREAT,NormalALT,LowALP,NormalGGT,NormalAST,HighCK,Hyperbilirubinemia,NormalALB,NormalGLOB,NormalCHOL,Normoglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSNEG,N,N,N,N,N,ITAUSNEG,N,N,none,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,Y,NormalLE,Normal,InflammPLUS,InflammPLUS-BacteriaNEG,ELENEG-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG,InflammPLUS-GBAUSPLUS,ELENEG-GBAUSPLUS,InflammPLUS-ELENEG-GBAUSPLUS,InflammPLUS-PancAUSNEG,NA,NA,NA,NA,NA
34,104.8205748,27.81960503,721-515,721,515,Positive,NA,239865,NA,Bactibilia,Klebsiella,BacteriaPLUS,Mature,MC,DSH,Patient,Normothermic,NormalPCV,NormalPP,Clumps,NormalWBC,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,NormalMONO,Eosinophilia,NormalBUN,NormalCREAT,ElevatedALT,ElevatedALP,NormalGGT,ElevatedAST,HighCK,Hyperbilirubinemia,NormalALB,NormalGLOB,NormalCHOL,Hyperglycemia,Cholangitis,Inflammatorycells,Single,GIPanel,ElevatedfPLi,Normal,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSPLUS,N,N,N,N,Y,ITAUSPLUS,N,Y,muscularis,N,HepAUSPLUS,N,Y,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSPLUS-NodeAUSNEG,N,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaPLUS,ELEPLUS-BacteriaPLUS,GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-BacteriaPLUS,InflammPLUS-GBAUSPLUS-BacteriaPLUS,ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,fPLiNEG-PancAUSPLUS,InflammPLUS-fPLiNEG-PancAUSPLUS,LowB12-FolateNEG-ITAUSPLUS,LowB12-FolateNEG-ITAUSPLUS-NodeAUSNEG,NA
35,0.002627016,3.618057423,721-516,721,516,Positive,NA,119049,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Geriatric,MC,DSH,Patient,Normothermic,NormalPCV,HighPP,NormalPLT,NormalWBC,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,NormalMONO,NormalEOS,NormalBUN,NormalCREAT,ElevatedALT,ElevatedALP,ElevatedGGT,ElevatedAST,HighCK,Hyperbilirubinemia,NormalALB,NormalGLOB,Hypercholesterolemia,Hyperglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSPLUS,Y,N,Y,Y,Y,ITAUSNEG,N,N,none,N,HepAUSPLUS,Y,N,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,ElevatedLEActivity,Cholestatic,InflammPLUS,InflammPLUS-BacteriaNEG,ELEPLUS-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,NA,NA,NA,NA,NA
36,ND,6.456335335,721-517,721,517,Positive,NA,240181,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Junior,MC,DSH,Patient,Hyperthermic,NormalPCV,NormalPP,NormalPLT,NormalWBC,SegmentedNeutrophilia,BandNeutrophilia,NormalLYMPH,NormalMONO,NormalEOS,LowBUN,NormalCREAT,NormalALT,NormalALP,NormalGGT,ElevatedAST,HighCK,NormalTBILI,NormalALB,NormalGLOB,NormalCHOL,Normoglycemia,Cholangitis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSNEG,N,N,N,N,N,N,N,PancAUSNEG,N,N,N,N,N,ITAUSNEG,N,N,none,N,HepAUSNEG,N,N,GBAUSNEG-HepAUSNEG,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,NormalLE,Normal,InflammPLUS,InflammPLUS-BacteriaNEG,ELENEG-BacteriaNEG,GBAUSNEG-BacteriaNEG,InflammPLUS-ELENEG-BacteriaNEG,InflammPLUS-GBAUSNEG-BacteriaNEG,ELENEG-GBAUSNEG-BacteriaNEG,InflammPLUS-ELENEG-GBAUSNEG-BacteriaNEG,InflammPLUS-ELENEG,InflammPLUS-GBAUSNEG,ELENEG-GBAUSNEG,InflammPLUS-ELENEG-GBAUSNEG,InflammPLUS-PancAUSNEG,NA,NA,NA,NA,NA
37,103.8275627,1.912103015,721-518,721,518,Positive,NA,241048,NA,Bactibilia,E.coli,BacteriaPLUS,Mature,MC,DLH,Patient,Hyperthermic,NormalPCV,HighPP,NormalPLT,Leukocytosis,SegmentedNeutrophilia,NormalBAND,NormalLYMPH,NormalMONO,NormalEOS,NormalBUN,NormalCREAT,ElevatedALT,NormalALP,NormalGGT,ElevatedAST,NormalCK,Hyperbilirubinemia,NormalALB,NormalGLOB,NormalCHOL,Hyperglycemia,Cholangitis,Inflammatorycells,Single,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,Y,Y,Y,Y,N,N,N,PancAUSPLUS,Y,N,Y,Y,N,ITAUSPLUS,N,Y,muscularis,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSNEG,NA,ITAUSPLUS-NodeAUSNEG,Y,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaPLUS,ELEPLUS-BacteriaPLUS,GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-BacteriaPLUS,InflammPLUS-GBAUSPLUS-BacteriaPLUS,ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,NA,NA,NA,NA,NA
38,105.8503652,33.5230498,721-520,721,520,Positive,NA,238397,238397Patient,Bactibilia,E.coli.enterococcus,BacteriaPLUS,Geriatric,FS,DSH,Patient,Hyperthermic,Anemic,NormalPP,NormalPLT,Leukocytosis,SegmentedNeutrophilia,BandNeutrophilia,NormalLYMPH,Monocytosis,Eosinophilia,HighBUN,HighCREAT,ElevatedALT,NormalALP,NormalGGT,ElevatedAST,NormalCK,NormalTBILI,Hypoalbuminemia,NormalGLOB,NormalCHOL,Hyperglycemia,Cholangitis,Inflammatorycells,Multiple,NoGIPanel,Notperformed,Notperformed,Current-previousantibioticusage,GBAUSPLUS,Y,Y,Y,Y,N,Y,Y,PancAUSNEG,N,N,N,N,N,ITAUSNEG,N,N,none,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaPLUS,ELEPLUS-BacteriaPLUS,GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-BacteriaPLUS,InflammPLUS-GBAUSPLUS-BacteriaPLUS,ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaPLUS,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSNEG,NA,NA,NA,NA,NA
39,ND,7.493053688,721-521,721,521,Negative_Sampling,NA,238397C,238397PatientTechnical,NA,NA,NA,Technical,Technical,Technical,PatientTechnical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,ND,1.284694213,721-522,721,522,Positive,NA,242325,242325Patient,Nobactibilia,Noculturedorganisms,BacteriaNEG,Senior,MC,MaineCoone,Patient,Normothermic,NormalPCV,NormalPP,Thrombocytopenia,NormalWBC,NormalSEG,BandNeutrophilia,NormalLYMPH,NormalMONO,NormalEOS,HighBUN,HighCREAT,NormalALT,NormalALP,NormalGGT,ElevatedAST,HighCK,Hyperbilirubinemia,NormalALB,NormalGLOB,NormalCHOL,Hyperglycemia,OtherDiagnosis,Noinflammatorycells,None,GIPanel,Normal,High,Currentantibioticusage,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSNEG,N,N,N,N,N,ITAUSNEG,N,N,none,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,NormalLE,Normal,InflammPLUS,InflammPLUS-BacteriaNEG,ELENEG-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG,InflammPLUS-GBAUSPLUS,ELENEG-GBAUSPLUS,InflammPLUS-ELENEG-GBAUSPLUS,InflammPLUS-PancAUSNEG,fPLiNEG-PancAUSNEG,InflammPLUS-fPLiNEG-PancAUSNEG,LowB12-FolateNEG-ITAUSNEG,LowB12-FolateNEG-ITAUSNEG-NodeAUS,NA
41,ND,3.48361268,722-513,722,513,Negative_Sampling,NA,242325C,242225PatientTechnical,NA,NA,NA,Technical,Technical,Technical,PatientTechnical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
