FacilityID,DNA_Conc,Library_Conc,SampleID,i7Indexes,i5Indexes,SampleType,Filler,CaseNumber,MatchedSample,Bactibilia,Organisms,BacteriaPLUS-BacteriaNEG,LifeStage,Sex,Breed,Patient-Control,FebrileLESSTHANEQUAL103HyperthermicorNormothermic,PCV,PP,PLT,WBC,SEG,BAND,TOTALLYMPH,MONO,EOS,BUN,CREAT,ALT,ALP,GGT,AST,CK,TBILI,ALB,GLOB,CHOL,GLU,ClinicalDiagnosisofCholangitisvsOther,Inflammatorycellsoncytology,CulturePLUSmultiple.single.none,GIPanelPerformed,fPLI,Cobalamin-Folate,Antibioticusagecurrentorwithinpast30d,GBabnormalitiesPLUSorNEG,Wallthickening,Wallhyperechogenicity,GBSludge,CBDDilation,CBDWallThickening,Choleliths,Mucosalhyperplasia,PancreasabnormalitiesPLUSorNEG,Hypoechoicparenchyma,Heterogeneousparenchyma,Hyperechoicmesentery,Enlarged,Nodules,IntestinalabnormalitiesPLUSorNEG,Lossofwalllayering,Thickenedlayers,Abnormallayer,Dilation,LiverabnormalitiesPLUSorNEG,Hypoechoic,Hyperechoic,Gallbladder-Liverabnormalities,LymphnodeabnormalitiesYorN,Abnormallymphnodes,Intestinal-Nodalabnormalities,PeritonealEffusion,ElevatedLEActivityALT.ALP.both,Cholestaticvs.Hepatocellularvs.Mixed,InflammationPLUS-InflammationNEG,Inflamm-Bacteria,ELE-Bacteria,GBAUS-Bacteria,Inflamm-ELE-Bacteria,Inflamm-GBAUS-Bacteria,ELE-GBAUS-Bacteria,Inflamm-ELE-GBAUS-Bacteria,Inflamm-ELE,Inflamm-GBAUS,ELE-GBAUS,Inflamm-ELE-GBAUS,InflammPLUSPancAUS,fPLiPLUSPancAUS,InflammPLUSfPLiPLUSPancAUS,LowB12-FolatePLUSITAUS,LowB12-FolatePLUSITAUSPLUSNodeAUS,HistopathMDPNOducts
42,ND,3.465686714,722-515,722,515,Positive,NA,205925,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Senior,MC,Siamese,Patient,Normothermic,Anemic,NormalPP,NormalPLT,NormalWBC,SegmentedNeutrophilia,NormalBAND,Lymphopenia,NormalMONO,NormalEOS,LowBUN,LowCREAT,ElevatedALT,NormalALP,NormalGGT,ElevatedAST,NormalCK,NormalTBILI,NormalALB,Hypoglobulinemia,NormalCHOL,Hyperglycemia,Cholangitis,Noinflammatorycells,None,GIPanel,Normal,Low,Current-previousantibioticusage,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSPLUS,N,N,N,Y,N,ITAUSNEG,N,N,none,N,HepAUSPLUS,N,Y,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaNEG,ELEPLUS-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELEPLUS,InflammPLUS-GBAUSPLUS,ELEPLUS-GBAUSPLUS,InflammPLUS-ELEPLUS-GBAUSPLUS,InflammPLUS-PancAUSPLUS,fPLiNEG-PancAUSNEG,InflammPLUS-fPLiNEG-PancAUSNEG,LowB12-FolatePLUS-ITAUSNEG,LowB12-FolatePLUS-ITAUSNEG-NodeAUSNEG,NA
43,ND,2.219832093,722-516,722,516,Positive,NA,242357,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Senior,FS,DSH,Patient,Normothermic,NormalPCV,NormalPP,Clumps,NormalWBC,NormalSEG,BandNeutrophilia,NormalLYMPH,NormalMONO,NormalEOS,NormalBUN,NormalCREAT,ElevatedALT,NormalALP,NormalGGT,ElevatedAST,NormalCK,NormalTBILI,NormalALB,NormalGLOB,NormalCHOL,Normoglycemia,Cholangitis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,N-A,NA,N-A,N-A,ElevatedLEActivity,Hepatocellular,InflammPLUS,InflammPLUS-BacteriaNEG,ELEPLUS-BacteriaNEG,NA,InflammPLUS-ELEPLUS-BacteriaNEG,NA,NA,NA,InflammPLUS-ELEPLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,ND,40.9772639,722-517,722,517,Positive,NA,243372,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Senior,FS,DSH,Patient,Hyperthermic,NormalPCV,NormalPP,NormalPLT,NormalWBC,NormalSEG,BandNeutrophilia,Lymphopenia,NormalMONO,Eosinophilia,NormalBUN,NormalCREAT,NormalALT,LowALP,NormalGGT,ElevatedAST,HighCK,NormalTBILI,NormalALB,NormalGLOB,NormalCHOL,Hyperglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSNEG,N,N,Y,N,N,ITAUSPLUS,N,Y,muscularis,N,HepAUSNEG,N,N,GBAUSPLUS-HepAUSNEG,NodeAUSPLUS,jejunal.colic,ITAUSPLUS-NodeAUSPLUS,N,NormalLE,Normal,InflammPLUS,InflammPLUS-BacteriaNEG,ELENEG-BacteriaNEG,GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-BacteriaNEG,InflammPLUS-GBAUSPLUS-BacteriaNEG,ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG-GBAUSPLUS-BacteriaNEG,InflammPLUS-ELENEG,InflammPLUS-GBAUSPLUS,ELENEG-GBAUSPLUS,InflammPLUS-ELENEG-GBAUSPLUS,InflammPLUS-PancAUSNEG,NA,NA,NA,NA,NA
45,ND,4.645812793,722-518,722,518,Positive,NA,245384,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,Senior,MC,Burmese,Patient,Normothermic,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighBUN,HighCREAT,NormalALT,NormalALP,NormalGGT,ElevatedAST,HighCK,NormalTBILI,Hypoalbuminemia,NormalGLOB,NormalCHOL,Normoglycemia,OtherDiagnosis,Noinflammatorycells,None,NoGIPanel,Notperformed,Notperformed,Noantibiotics,GBAUSPLUS,N,N,Y,N,N,N,N,PancAUSNEG,N,N,N,N,N,ITAUSNEG,N,N,none,N,HepAUSPLUS,N,Y,GBAUSPLUS-HepAUSPLUS,NodeAUSNEG,NA,ITAUSNEG-NodeAUSNEG,N,NormalLE,Normal,NA,NA,ELENEG-BacteriaNEG,GBAUSPLUS-BacteriaNEG,NA,NA,ELENEG-GBAUSPLUS-BacteriaNEG,NA,NA,NA,ELENEG-GBAUSPLUS,NA,NA,NA,NA,NA,NA,NA
46,0.323122997,18.55486839,722-520,722,520,Positive,NA,205394,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
47,0.018389114,3.828687521,722-521,722,521,Positive,NA,205395,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
48,0.010508065,2.152609722,722-522,722,522,Positive,NA,205377,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1duct
49,ND,1.956917929,723-513,723,513,Positive,NA,205417,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,MI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
50,0.002627016,3.792835589,723-515,723,515,Positive,NA,207010,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,MI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
51,ND,2.293029787,723-516,723,516,Positive,NA,207009,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
52,ND,21.23480027,723-517,723,517,Positive,NA,207097,NA,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
53,ND,8.295240656,723-518,723,518,Positive,NA,207301,207301Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1duct
54,ND,1.553583699,723-520,723,520,Negative_Sampling,NA,207301C,207301ControlTechnical,NA,NA,NA,NA,Technical,Technical,ControlTechnical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.002627016,29.57186818,723-521,723,521,Positive,NA,207357,207357Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,MI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
56,ND,5.591407487,723-522,723,522,Negative_Sampling,NA,207357C,207357ControlTechnical,NA,NA,NA,NA,Technical,Technical,ControlTechnical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.015762097,12.71100356,724-513,724,513,Positive,NA,208302,208302Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
58,ND,9.273699621,724-515,724,515,Negative_Sampling,NA,208302C,208302ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,ND,8.335574079,724-516,724,516,Positive,NA,207360,207360Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
60,0.005254032,5.808012907,724-517,724,517,Negative_Sampling,NA,207360C,207360ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.052540325,5.890173583,724-518,724,518,Positive,NA,207361,207361Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1duct
62,ND,17.0311613,724-520,724,520,Negative_Sampling,NA,207361C,207361ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,ND,22.16396283,724-521,724,521,Positive,NA,207119,207119Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
64,ND,10.27157838,724-522,724,522,Negative_Sampling,NA,207119C,207119ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.06304839,11.59809985,726-513,726,513,Positive,NA,207496,207496Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,MI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ducts
66,ND,9.095933793,726-515,726,515,Negative_Sampling,NA,207496C,207496ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,ND,5.10292492,726-516,726,516,Positive,NA,207501,207501Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1duct
68,ND,6.073914732,726-517,726,517,Negative_Sampling,NA,207501C,207501ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,ND,6.560903469,726-520,726,520,Negative_Sampling,NA,207502C,207502ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,ND,8.411759434,726-521,726,521,Positive,NA,212248,212248Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,MI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1duct
72,ND,27.18771474,726-522,726,522,Negative_Sampling,NA,212248C,212248ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,ND,4.820590959,727-513,727,513,Positive,NA,212528,212528Control,Nobactibilia,Noculturedorganisms,BacteriaNEG,NA,FI,DSH,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noinflammatorycells,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1duct
74,ND,5.633234741,727-515,727,515,Negative_Sampling,NA,212528C,212528ControlTechnical,NA,NA,NA,NA,Technical,Technical,Technical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,ND,4.494935915,727-516,727,516,Negative_Isolation,NA,IsolationNegative1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,ND,7.663350363,727-517,727,517,Negative_Isolation,NA,IsolationNegative2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,ND,4.51286188,727-518,727,518,Negative_Isolation,NA,IsolationNegative3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,0.888829136,727-521,727,521,Negative_Library,NA,LibraryNegative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA